Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,target
978,13,29,False,0,0,0.57,0.58,1.03,1.66,1.1,2.258106575,2.376509378,-2.396571429,0.573251177,0.735714286,3
979,13,30,False,0,0,0.57,0.58,0.76,1.66,0.98,2.258106575,2.095547886,-1.917642857,0.644907574,0.542857143,1
980,13,31,False,0,0,0.57,0.58,0.86,1.66,1.27,2.258106575,2.209114963,-2.045035714,0.61637184,0.614285714,1
981,13,32,False,0,0,0.57,0.58,0.72,1.66,1.31,2.258106575,2.046489492,-1.775892857,0.657075641,0.514285714,1
982,13,33,False,3,5,0.8,0.58,0.53,1.66,1.55,2.258106575,2.16999357,-1.528071429,0.806028455,0.378571429,1
983,13,34,False,3,5,0.8,0.58,0.65,1.66,2.16,2.258106575,1.7893,-1.5775,0.758846302,0.464285714,2
984,13,35,False,6,2,0.57,0.58,1.02,1.66,0.93,2.258106575,2.425828064,-2.412535714,0.575619983,0.728571429,2
985,13,36,False,3,5,0.8,0.58,0.68,1.66,1.6,2.258106575,1.955055241,-1.793428571,0.747901403,0.485714286,2
986,13,37,False,0,0,0.57,0.58,0.98,1.66,1.14,2.258106575,2.320966993,-2.295214286,0.585294268,0.7,3
987,13,38,False,3,5,0.8,0.58,0.48,1.66,1.91,2.258106575,2.103725488,-1.332,0.827465382,0.342857143,1
988,13,39,False,1,1,0.57,0.58,0.86,1.66,1.36,2.258106575,0.0,-2.026714286,0.61637184,0.614285714,2
989,13,40,False,1,1,0.57,0.58,0.57,1.66,2.2,2.258106575,1.954921624,-1.315071429,0.707106781,0.407142857,1
990,13,41,False,1,1,0.57,0.58,0.91,1.66,1.5,2.258106575,0.0,-2.091428571,0.603030458,0.65,3
991,13,42,False,3,5,0.8,0.58,0.78,1.66,2.33,2.258106575,2.362863567,-1.771285714,0.713593999,0.557142857,2
992,13,43,False,3,5,0.8,0.58,0.62,1.66,2.2,2.258106575,2.04250519,-1.510142857,0.770116296,0.442857143,1
993,13,44,False,1,1,0.57,0.58,0.97,1.66,1.13,2.258106575,0.0,-2.278607143,0.587763865,0.692857143,3
994,13,45,False,3,5,0.8,0.58,0.85,1.66,1.13,2.258106575,2.340791612,-2.244642857,0.691393297,0.607142857,3
995,13,46,False,1,1,0.57,0.58,0.67,1.66,2.28,2.258106575,2.64390067,-1.485214286,0.672947033,0.478571429,1
996,13,47,False,1,1,0.57,0.58,0.83,1.66,1.28,2.258106575,2.226583834,-1.987071429,0.624663838,0.592857143,2
997,13,48,False,6,2,0.57,0.58,1.52,1.66,0.82,2.258106575,2.825996661,-3.367071429,0.477054917,1.085714286,1
998,13,49,False,3,5,0.8,0.58,0.63,1.66,1.9,2.258106575,1.98797081,-1.6145,0.76632262,0.45,1
999,13,50,False,3,5,0.8,0.58,0.6,1.66,2.28,2.258106575,2.001424352,-1.45,0.777817459,0.428571429,1
1000,13,51,False,3,5,0.8,0.58,0.62,1.66,2.2,2.258106575,2.018753288,-1.510142857,0.770116296,0.442857143,1
1001,13,52,False,3,5,0.8,0.58,0.68,1.66,2.05,2.258106575,2.075848892,-1.664857143,0.747901403,0.485714286,1
1002,13,53,False,0,0,0.57,0.58,0.75,1.66,1.36,2.258106575,2.074614707,-1.821642857,0.647907144,0.535714286,1
1003,13,54,False,3,5,0.8,0.58,0.4,1.66,1.9,2.258106575,1.783360927,-1.185714286,0.864241621,0.285714286,1
1004,13,55,False,0,0,0.57,0.58,0.96,1.66,1.17,2.258106575,2.311832729,-2.251821429,0.590254389,0.685714286,3
1005,13,56,False,3,5,0.8,0.58,0.69,1.66,1.96,2.258106575,2.052287148,-1.709214286,0.744322928,0.492857143,1
1006,13,57,False,0,0,0.57,0.58,1.18,1.66,0.95,2.258106575,2.452968591,-2.70675,0.53992262,0.842857143,2
1007,13,58,False,3,5,0.8,0.58,0.68,1.66,1.5,2.258106575,1.956808277,-1.822,0.747901403,0.485714286,2
1008,13,59,False,3,5,0.8,0.58,0.76,1.66,1.2,2.258106575,2.256932729,-2.056857143,0.720201351,0.542857143,2
1009,13,60,False,1,1,0.57,0.58,0.6,1.66,1.9,2.258106575,0.0,-1.432071429,0.696500179,0.428571429,1
1010,13,61,False,3,5,0.8,0.58,0.97,1.66,2.1,2.258106575,2.115491508,-2.191214286,0.656386042,0.692857143,1
1011,13,62,False,3,5,0.8,0.58,0.94,1.66,1.3,2.258106575,2.246056043,-2.363857143,0.664801247,0.671428571,1
1012,13,63,False,3,5,0.8,0.58,0.61,1.66,1.54,2.258106575,1.927848949,-1.680071429,0.773947721,0.435714286,2
1013,13,64,False,0,0,0.57,0.58,1.2,1.66,1.62,2.258106575,2.297683747,-2.607642857,0.535769369,0.857142857,2
1014,13,65,False,0,0,0.57,0.58,0.96,1.66,1.25,2.258106575,2.119700811,-2.235535714,0.590254389,0.685714286,1
1015,13,66,False,3,5,0.8,0.58,0.89,1.66,1.38,2.258106575,2.0478,-2.247785714,0.679316558,0.635714286,1
1016,13,67,False,3,5,0.8,0.58,0.58,1.66,1.63,2.258106575,1.758039163,-1.598428571,0.785674201,0.414285714,1
1017,13,68,False,3,5,0.8,0.58,0.66,1.66,2.36,2.258106575,1.7456,-1.539,0.755162582,0.471428571,2
1018,13,69,False,0,0,0.57,0.58,0.9,1.66,1.22,2.258106575,2.235124352,-2.129785714,0.60565233,0.642857143,1
1019,13,70,False,0,0,0.57,0.58,0.95,1.66,1.1,2.258106575,2.223980699,-2.247428571,0.59276611,0.678571429,2
1020,13,71,False,0,0,0.57,0.58,0.74,1.66,1.65,2.258106575,2.096140752,-1.743964286,0.650934747,0.528571429,1
1021,13,72,False,3,5,0.8,0.58,0.72,1.66,1.33,2.258106575,2.043777903,-1.945142857,0.733790056,0.514285714,1
