artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,target
123,1200,238600,1,2001,55,0.697,0.793,6,-4.699,0,0.323,0.0844,0.0,0.0619,0.56,89.767,1
170,34,259773,0,2001,59,0.574,0.691,6,-5.103,1,0.035,0.0826,1.65e-05,0.149,0.195,91.969,1
662,1087,208449,0,2013,47,0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048,1
249,525,239266,1,2002,58,0.723,0.84,1,-3.523,0,0.0608,0.0619,0.0,0.0945,0.827,94.332,1
213,1041,272293,1,2002,59,0.777,0.751,1,-5.692,1,0.133,0.245,0.0,0.1,0.191,177.894,1
406,1068,222560,1,2015,59,0.859,0.625,9,-4.234,0,0.13,0.0296,0.0,0.0537,0.71,102.072,1
782,1169,237800,1,2002,64,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963,1
419,1458,207866,0,2000,55,0.761,0.662,6,-7.645,0,0.0548,0.292,6.19e-05,0.0956,0.631,120.043,1
553,667,228240,1,2002,75,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,1
290,100,227866,0,2003,53,0.7,0.72,1,-6.061,1,0.0261,0.285,0.0,0.0845,0.654,106.986,1
157,385,298853,0,2002,68,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,1
73,1691,223293,0,2002,49,0.855,0.681,2,-4.955,1,0.0688,0.0881,3.7e-06,0.0592,0.908,99.699,1
708,512,195866,0,2002,45,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81e-06,0.557,0.387,91.868,1
211,367,432146,0,2002,48,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,0
258,1763,267093,1,2001,73,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,1
438,834,237359,0,2019,43,0.786,0.614,5,-6.554,0,0.0574,0.00616,0.0,0.049,0.742,103.887,1
566,625,242586,0,2001,26,0.771,0.665,8,-3.954,1,0.035,0.0135,0.0123,0.0903,0.844,115.142,1
420,976,287000,0,2002,2,0.668,0.806,6,-3.9,1,0.239,0.232,0.0,0.18,0.721,95.022,1
621,265,269000,0,2002,80,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,0
535,594,254493,0,2002,58,0.412,0.77,11,-6.057,0,0.18,0.462,1.5e-06,0.0485,0.418,101.955,1
665,549,228000,1,2002,59,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,1
253,720,267160,0,2001,53,0.489,0.757,11,-4.062,0,0.0926,0.00981,0.0,0.234,0.567,168.004,1
143,431,318213,1,2002,47,0.64,0.59,7,-7.442,1,0.32,0.252,0.0,0.665,0.519,83.133,1
419,961,238266,0,2001,55,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994,1
542,1125,264653,1,2002,58,0.791,0.863,3,-6.118,0,0.151,0.317,1.13e-06,0.27,0.742,97.035,1
290,1693,233666,0,2003,35,0.368,0.426,10,-8.049,1,0.0277,0.255,5.39e-06,0.108,0.208,106.52,1
208,726,268800,0,2005,63,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279,1
91,1129,201480,0,2001,45,0.783,0.726,7,-8.718,1,0.106,0.0903,2.53e-06,0.363,0.784,148.062,1
566,634,207040,0,2001,24,0.705,0.872,11,-3.557,0,0.125,0.0602,0.0,0.228,0.746,93.63,1
57,115,265706,1,2002,55,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,1
695,1050,230013,0,2002,62,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,1
380,903,283626,0,2002,62,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,1
506,1263,276373,0,2001,32,0.412,0.667,6,-6.997,1,0.229,0.195,0.0,0.305,0.533,68.942,1
16,274,206466,0,2001,53,0.519,0.874,5,-5.122,1,0.034,0.0524,0.0,0.243,0.572,96.072,1
239,294,297840,1,2002,71,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,0
57,603,262226,1,2002,61,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74e-06,0.124,0.695,89.488,1
201,213,251280,0,2003,54,0.542,0.589,8,-6.813,1,0.0284,0.246,0.0,0.188,0.336,133.838,1
584,541,192533,0,2001,68,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,1
38,38,303333,0,2001,52,0.652,0.41,4,-8.323,0,0.158,0.333,0.0,0.064,0.495,75.09,1
188,584,161240,0,2002,56,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592,1
164,296,307879,0,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,1
527,1818,263226,1,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,1
639,766,214306,0,2002,60,0.555,0.496,10,-6.136,1,0.028,0.333,0.0,0.0956,0.27,79.01,1
94,1479,335613,1,2002,64,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97e-06,0.339,0.56,177.928,1
169,1071,294600,0,2001,69,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,1
339,81,245133,1,2001,73,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673,1
57,508,227386,1,2002,70,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,1
67,1417,204000,0,2002,75,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,1
179,623,233600,0,2002,63,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,1
118,749,231066,0,2001,58,0.534,0.543,3,-6.857,1,0.0245,0.579,0.0,0.112,0.418,78.996,1
130,1138,204706,1,2002,67,0.754,0.767,6,-5.586,1,0.145,0.0216,0.0,0.172,0.828,83.014,1
621,243,216933,0,2002,73,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,0
237,31,211506,0,2002,60,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,0
62,1609,206093,0,2002,65,0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997,1
0,551,253600,0,2001,50,0.745,0.807,0,-5.191,0,0.0884,0.0887,1.49e-05,0.0283,0.858,93.967,1
634,1444,170493,0,2001,64,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,1
27,599,269400,0,2002,57,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,1
792,1686,269400,1,2001,59,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,1
169,1153,242000,0,2015,47,0.38,0.725,2,-6.094,1,0.0365,0.00571,0.00015,0.3,0.202,130.581,1
730,629,238173,0,2002,56,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192,1
613,1389,216760,1,2001,70,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,0
464,1315,296586,1,2001,60,0.921,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.059,1
101,335,188693,0,2012,40,0.661,0.746,4,-5.153,1,0.042,0.109,0.0,0.325,0.502,144.188,0
200,1727,268693,0,2001,40,0.443,0.769,2,-5.529,1,0.0312,0.00138,0.0,0.0677,0.17,147.973,1
519,75,217680,0,2001,60,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,1
188,770,257026,0,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,1
242,458,208626,0,2001,56,0.776,0.844,11,-5.305,1,0.0297,0.0277,0.000244,0.135,0.868,125.972,1
613,199,303920,0,2001,64,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469,0
164,779,226680,0,2002,72,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,1
581,1617,295346,1,2001,51,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.717,184.682,1
584,410,210693,0,2001,60,0.624,0.85,0,-4.754,0,0.0756,0.00234,0.0,0.0621,0.615,98.525,1
9,773,193466,1,2003,81,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,1
665,531,211666,0,2002,74,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,1
239,937,322226,1,2004,77,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,0
90,332,236133,0,2003,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,1
165,177,225426,0,2003,50,0.669,0.873,8,-4.315,1,0.0494,0.00204,0.0,0.137,0.827,88.029,1
98,1782,272533,0,2003,68,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,1
358,821,187840,0,2002,70,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,1
98,1402,296186,0,2003,56,0.81,0.714,2,-3.966,1,0.243,0.0637,0.0,0.237,0.561,112.968,1
833,73,214440,1,2020,39,0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92,1
89,1342,285570,0,2003,66,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017,1
123,711,324306,1,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,1
590,1049,244666,0,2003,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077,0
526,1351,238840,0,2004,59,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,1
336,5,205560,1,2002,71,0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64,0
9,1183,249480,1,2003,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,1
344,1518,215480,0,2003,69,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,1
455,478,162600,0,2003,72,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,0
182,1828,217586,1,2007,70,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027,1
248,232,235893,0,2003,79,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,0
708,655,218173,0,2003,57,0.785,0.933,6,-4.629,0,0.0309,0.0303,0.0,0.137,0.962,125.011,1
166,1297,287226,0,2002,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373,1
758,705,231480,0,2003,72,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,0
443,535,324600,0,2002,47,0.78,0.604,1,-8.019,1,0.0396,0.022,0.0,0.194,0.12,101.043,1
73,235,282773,0,2003,62,0.835,0.68,1,-6.02,0,0.21,0.1,0.0,0.049,0.889,95.508,1
77,1502,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,1
20,1025,245240,0,2002,36,0.602,0.34,10,-9.867,1,0.0375,0.618,0.0,0.234,0.511,109.598,1
118,1001,223773,0,2003,59,0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046,1
104,1451,210066,0,2004,57,0.564,0.6,7,-6.814,0,0.0305,0.183,2.19e-06,0.38,0.442,78.955,1
201,940,248546,0,2003,54,0.581,0.747,7,-6.682,1,0.0283,0.0365,1.69e-06,0.193,0.514,146.301,1
380,1306,267266,0,2002,76,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,1
754,1366,231920,0,2003,3,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904,0
818,350,298600,1,2003,54,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,1
90,116,244826,0,2003,63,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,1
451,983,359973,1,2019,47,0.849,0.498,2,-7.872,1,0.272,0.116,4.49e-05,0.268,0.502,92.98,1
157,263,255266,0,2002,61,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,1
559,1441,207466,0,2003,68,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,0
104,1688,222400,0,2003,48,0.6,0.736,7,-6.228,1,0.0329,0.325,0.0,0.137,0.848,158.108,1
57,1262,297960,0,2003,50,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,1
774,614,285569,1,2002,72,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,0
686,1511,199040,0,2008,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987,1
466,1092,184906,0,2003,61,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958,1
299,1453,221426,0,2003,58,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67e-05,0.328,0.88,163.944,1
553,1381,293666,0,2016,52,0.527,0.808,1,-4.749,1,0.295,0.176,0.0,0.169,0.907,87.025,1
640,986,212413,0,2003,57,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814,0
259,141,164506,1,2009,49,0.649,0.713,7,-6.488,1,0.295,0.000787,0.0,0.318,0.629,101.129,0
454,160,269973,0,2003,70,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,0
708,1658,237693,0,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,1
9,1723,219400,1,2003,57,0.802,0.863,1,-3.552,1,0.2,0.0199,0.0,0.141,0.873,81.008,1
600,518,236506,1,2003,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,1
153,1294,250746,1,2003,69,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,1
239,1414,339546,1,2002,71,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,0
451,1586,234800,1,2003,48,0.853,0.752,1,-8.831,1,0.339,0.178,4.65e-06,0.0553,0.935,104.946,1
540,1066,209533,0,2003,48,0.831,0.695,4,-6.491,1,0.109,0.194,1.24e-05,0.309,0.722,132.817,1
9,16,224440,1,2003,72,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,1
553,53,304000,1,2002,61,0.784,0.459,4,-9.74,0,0.317,0.0847,0.0,0.079,0.618,164.062,1
527,581,234893,1,2002,57,0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732,1
299,828,220360,0,2003,60,0.658,0.826,8,-6.031,1,0.0346,0.00189,0.00275,0.0492,0.795,134.465,1
790,1237,201920,0,2003,59,0.553,0.775,1,-10.284,0,0.043,0.212,0.0,0.0728,0.51,139.993,1
157,492,245960,0,2002,67,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,1
279,426,245293,0,2003,49,0.655,0.433,5,-7.577,0,0.0348,0.444,0.0,0.221,0.199,130.127,1
690,145,299146,1,2005,67,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,1
270,1350,268373,0,2002,57,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42e-06,0.113,0.428,117.901,1
298,783,243306,1,2003,59,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,1
232,358,214600,0,2003,0,0.66,0.698,11,-4.722,0,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,0
615,1529,208386,0,2003,38,0.85,0.862,2,-3.587,1,0.138,0.0733,0.00144,0.0936,0.908,130.036,1
464,1463,213760,1,2003,57,0.751,0.84,6,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057,1
546,693,253720,0,2002,58,0.837,0.885,6,-3.914,0,0.182,0.103,0.0,0.0666,0.694,95.313,0
5,1771,260333,0,2002,67,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,1
788,682,294693,0,2002,60,0.733,0.521,3,-3.657,0,0.0457,0.107,0.0,0.0692,0.525,112.913,1
380,339,288333,0,2002,73,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,1
800,994,199320,0,2003,57,0.447,0.636,5,-5.08,1,0.0278,0.254,9.25e-05,0.11,0.376,105.678,1
566,810,226053,0,2003,60,0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,1
45,89,218760,0,2003,48,0.638,0.54,0,-6.849,1,0.0473,0.506,0.0,0.157,0.352,143.772,1
336,470,281240,1,2002,56,0.714,0.862,6,-5.531,1,0.286,0.0305,0.0,0.0884,0.887,92.849,0
164,296,307879,0,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,1
396,1483,249293,0,2002,54,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,1
527,1818,263226,1,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,1
57,1305,209120,0,2003,65,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998,1
377,1044,181826,0,2002,67,0.747,0.904,9,-2.623,1,0.0803,0.046,0.106,0.203,0.846,118.877,1
63,907,293960,0,2002,75,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,0
665,901,232506,0,2002,61,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,1
343,1255,245773,1,2002,55,0.649,0.536,5,-8.804,0,0.132,0.492,0.0,0.184,0.513,78.935,1
358,64,254466,0,2002,60,0.701,0.669,1,-5.265,1,0.107,0.271,0.0,0.158,0.446,83.066,1
530,1430,242773,0,2003,64,0.618,0.552,8,-6.863,1,0.0981,0.176,0.0,0.252,0.586,81.975,1
210,1789,240040,0,2003,44,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.081,0.294,169.951,1
741,1606,267933,1,2002,63,0.758,0.957,7,-2.281,1,0.0357,0.039,0.0,0.133,0.966,111.121,0
153,656,314400,1,2003,61,0.81,0.791,7,-5.909,1,0.181,0.0893,0.0,0.0838,0.948,153.067,1
252,264,223973,1,2003,61,0.646,0.6,9,-6.569,1,0.458,0.231,0.0,0.0794,0.811,192.082,1
395,1023,214773,0,2003,47,0.656,0.615,11,-6.359,0,0.137,0.0769,0.000415,0.0706,0.592,175.943,1
339,1010,278693,1,2002,61,0.769,0.646,1,-6.653,1,0.199,0.0566,0.0,0.406,0.433,90.079,1
508,1702,228706,0,2002,63,0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718,1
581,1616,234000,1,2003,66,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,1
252,793,295773,1,2003,67,0.546,0.538,7,-7.886,0,0.0523,0.233,0.0,0.118,0.58,182.12,1
711,1006,201373,0,2003,61,0.397,0.903,2,-4.577,1,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,1
188,770,257026,0,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,1
301,896,190173,0,2002,68,0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,0
799,1105,202013,0,2003,63,0.496,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.317,100.215,0
746,1282,219826,0,2003,74,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,0
67,758,223066,0,2002,70,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,1
804,873,214733,0,2003,55,0.641,0.445,6,-8.674,1,0.0368,0.145,0.0,0.108,0.383,81.931,1
792,1831,250373,0,2004,81,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,1
501,1632,206200,0,2002,77,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,1
118,1663,198800,0,2003,81,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,1
581,643,235213,0,2003,80,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,1
318,1603,232800,0,2003,79,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,1
48,875,257426,0,2004,65,0.663,0.746,2,-3.567,0,0.0321,0.0697,0.0,0.0929,0.325,102.847,1
186,526,192600,0,2004,11,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,0
98,890,217733,0,2004,53,0.785,0.799,11,-2.208,0,0.126,0.117,0.0,0.292,0.797,104.923,1
568,435,215431,0,2004,56,0.809,0.965,0,-3.947,1,0.0427,0.177,0.0,0.0577,0.672,130.103,1
720,868,247426,1,2004,67,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321,0
48,1406,212266,0,1999,56,0.598,0.868,0,-4.552,1,0.0373,0.00908,0.0,0.279,0.47,99.848,1
310,1758,221226,0,2004,60,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,1
57,1168,186306,0,2004,56,0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75e-06,0.188,0.278,94.547,1
739,787,257920,0,2003,68,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,0
320,715,236520,0,2004,59,0.797,0.502,10,-3.925,0,0.0968,0.0154,0.0,0.1,0.385,106.997,1
90,1083,208600,0,2003,63,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24e-06,0.102,0.643,99.973,1
455,1130,185586,0,2003,81,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,0
458,1143,187280,1,2004,61,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857,1
25,922,235066,1,2004,16,0.818,0.579,7,-4.475,1,0.101,0.023,0.0,0.107,0.354,89.987,1
171,1053,298773,1,2004,73,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,1
355,471,190493,0,2004,42,0.802,0.672,7,-4.971,1,0.0847,0.0775,0.0,0.136,0.619,96.525,1
499,699,257333,0,2016,66,0.833,0.515,11,-5.0,0,0.0462,0.347,0.00156,0.116,0.4,97.007,1
207,936,242013,0,2004,61,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,1
244,252,171360,0,2004,72,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,1
160,580,223000,0,2004,67,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,1
394,1667,206106,1,2003,63,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,1
420,613,267320,0,2004,56,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916,1
698,183,205973,0,2004,63,0.562,0.865,7,-6.476,0,0.0922,2.06e-05,0.591,0.219,0.35,124.047,0
294,83,265826,0,2004,57,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77e-06,0.117,0.88,128.429,0
118,1070,213893,0,2004,53,0.749,0.938,10,-4.423,0,0.118,0.0127,1.96e-06,0.103,0.619,111.014,1
564,1042,232000,0,2004,67,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,1
77,1502,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,1
598,514,235186,1,2003,56,0.737,0.697,2,-3.716,1,0.254,0.0756,0.0,0.359,0.662,104.917,1
336,386,245173,1,2003,53,0.779,0.655,1,-7.147,1,0.318,0.0319,2.63e-06,0.339,0.645,163.971,0
375,858,216706,0,2004,70,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,1
67,1119,212413,0,2004,61,0.348,0.907,5,-3.66,0,0.0497,0.000516,0.0,0.161,0.177,185.406,1
634,1260,233600,0,2004,33,0.607,0.874,5,-5.409,0,0.0349,0.00331,0.0494,0.26,0.846,130.015,1
98,639,214893,1,2003,49,0.86,0.866,4,-6.345,0,0.232,0.104,1.42e-06,0.584,0.933,100.15,1
811,1339,252440,1,2003,61,0.884,0.697,11,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965,1
242,1123,223133,0,2003,37,0.762,0.885,0,-5.096,0,0.0395,0.0371,0.0,0.0519,0.886,117.021,1
394,1016,182626,0,2003,68,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,1
455,226,196906,0,2003,68,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,0
365,871,242746,0,2005,49,0.656,0.513,5,-8.691,1,0.253,0.156,6.45e-05,0.0763,0.464,86.891,1
158,384,197186,0,2004,45,0.752,0.722,11,-4.207,0,0.104,0.0108,0.000536,0.0753,0.612,169.131,1
65,1271,263506,0,2003,56,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,1
239,840,248680,1,2004,67,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,0
708,1658,237693,0,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,1
690,438,266066,1,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,1
665,754,273360,0,2002,68,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,1
744,924,207066,0,2004,65,0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,0
171,674,249533,1,2004,57,0.745,0.858,9,-2.221,1,0.237,0.28,0.0,0.188,0.547,89.983,1
84,576,282306,0,2003,0,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07e-06,0.592,0.313,154.07,1
402,1679,192106,0,2004,67,0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,0
153,1149,276800,0,2003,61,0.765,0.821,4,-5.926,0,0.183,0.0918,0.0,0.217,0.962,162.519,1
713,231,216706,1,2004,63,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579,1
175,276,222146,0,2004,51,0.853,0.911,11,-6.722,0,0.125,0.0436,0.00571,0.287,0.802,131.012,0
419,691,200973,0,2004,47,0.548,0.785,7,-5.087,1,0.0704,0.00277,0.048,0.329,0.418,120.939,1
784,1181,233360,1,2004,66,0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,1
541,1392,213786,0,2004,57,0.766,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,0
118,466,230306,0,2003,63,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.116,0.114,109.599,1
789,1709,193520,0,2004,64,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,0
