Year,Player,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Drafted..tm.rnd.yr.,BMI,Player_Type,Position_Type,Position,target
2010,343,22.0,40,1.8542,108.8621688,4.55,101.6,24.0,340.36,7.06,4.11,1104,31.66385797,0,3,8,0
2010,451,22.0,114,1.9304,133.8097492,5.04,77.47,23.0,289.56,7.32,4.48,1075,35.90815893,0,2,3,0
2010,833,22.0,143,1.8542,100.2439138,4.53,85.09,8.0,294.64,6.9,4.31,1089,29.15713588,1,0,15,0
2010,39,21.0,161,1.778,85.72895793,4.52,81.28,11.0,294.64,6.7,4.12,1124,27.11839807,0,1,1,0
2010,286,21.0,163,1.8542,89.35769689,4.52,96.52,19.0,299.72,6.79,4.24,1119,25.99075008,1,0,15,0
2010,989,24.0,178,1.9558,139.70645,5.11,77.47,19.0,269.24,7.68,4.68,1174,36.52309505,1,4,9,0
2010,422,22.0,100,1.9812,144.2423737,5.55,63.5,19.0,238.76,8.24,4.99,1173,36.74821274,1,4,0,0
2010,1092,21.0,114,1.9558,142.8815966,4.81,87.63,23.0,287.02,7.64,4.63,1148,37.35316539,1,4,9,0
2011,885,20.0,68,1.8288,99.33672903,4.31,96.52,15.0,320.04,6.58,4.07,4,29.70143479,0,1,1,0
2011,70,22.0,31,1.778,109.7693535,4.74,82.55,32.0,281.94,7.23,4.41,27,34.72302822,1,0,4,0
2011,970,22.0,150,1.8796,118.8412009,4.67,85.09,23.0,284.48,6.69,4.32,21,33.63846418,0,3,8,0
2011,927,22.0,39,1.9558,112.4909078,4.46,93.98,22.0,297.18,6.9,4.21,12,29.4082064,1,0,14,0
2011,968,20.0,170,1.7526,96.16158244,4.59,101.6,19.0,312.42,6.96,4.18,7,31.30660594,1,0,11,0
2011,639,22.0,2,1.905,99.7903214,4.34,97.79,17.0,342.9,6.66,4.25,43,27.49783245,1,0,15,0
2011,53,22.0,42,1.9558,135.6241186,5.27,71.12,25.0,248.92,7.55,4.65,68,35.45586175,1,4,7,0
2011,230,21.0,135,1.905,116.5732391,4.81,81.28,17.0,284.48,7.21,4.37,69,32.12246791,0,2,2,0
2011,573,22.0,28,1.8796,95.70799007,4.42,91.44,24.0,312.42,6.93,4.06,73,27.09051887,0,1,1,0
2011,59,22.0,47,1.8542,103.4190604,4.56,105.41,24.0,304.8,6.79,4.06,116,30.08066507,1,0,11,0
2011,497,22.0,20,2.0066,148.324705,5.32,74.93,28.0,281.94,7.73,4.65,83,36.83764662,1,4,9,0
2011,1079,22.0,78,1.8542,92.53284348,4.41,104.14,19.0,320.04,6.72,4.13,77,26.91427927,1,0,15,0
2011,887,22.0,88,1.905,126.0986789,4.91,72.39,20.0,271.78,7.13,4.59,105,34.747261,0,2,2,0
2011,10,20.0,150,1.8288,92.53284348,4.55,95.25,18.0,322.58,6.72,4.07,124,27.66708994,0,1,1,0
2011,210,21.0,26,1.9812,147.8711126,5.38,73.66,33.0,243.84,7.9,4.7,145,37.67269608,1,4,9,0
2011,275,22.0,104,1.8034,101.1510985,4.55,83.82,27.0,304.8,6.87,4.09,139,31.10186794,0,1,13,0
2011,653,23.0,125,1.778,81.6466266,4.45,83.82,14.0,289.56,7.21,4.2,156,25.82704578,0,1,1,0
2011,220,22.0,88,1.905,108.8621688,4.65,86.36,17.0,292.1,6.95,4.25,153,29.9976354,0,3,6,0
2011,1012,22.0,142,1.8542,139.70645,5.28,60.96,30.0,256.54,7.54,4.54,176,40.63528439,0,2,3,0
2011,738,21.0,10,1.9812,143.7887813,5.5,73.66,20.0,241.3,7.74,4.65,190,36.63265233,1,4,9,0
2011,1062,22.0,138,1.8796,134.7169339,4.98,71.12,29.0,264.16,7.48,4.56,171,38.13215215,0,2,3,0
2011,735,23.0,31,1.8542,103.8726527,4.71,82.55,24.0,287.02,7.31,4.5,184,30.21259781,0,3,8,0
2011,204,22.0,19,1.8796,89.35769689,4.52,90.17,18.0,322.58,7.01,4.19,202,25.29304368,0,1,5,0
2011,488,22.0,178,1.8542,109.3157612,4.65,77.47,23.0,289.56,7.23,4.28,214,31.79579071,0,3,8,0
2011,967,21.0,142,1.8542,91.62565874,4.53,97.79,18.0,312.42,6.67,4.09,250,26.65041379,1,0,15,0
2011,2,22.0,44,1.9304,95.70799007,4.48,87.63,18.0,320.04,6.91,4.21,221,25.68346283,1,0,15,0
2011,935,21.0,178,1.9304,98.42954429,4.53,88.9,12.0,314.96,7.03,4.06,245,26.41379827,0,1,5,0
2011,231,21.0,44,1.9558,139.70645,5.28,78.74,28.0,259.08,7.66,4.64,234,36.52309505,1,4,7,0
2011,382,22.0,98,1.8542,112.4909078,4.4,106.68,21.0,325.12,7.09,4.38,226,32.7193199,0,3,8,0
2011,889,22.0,13,1.905,151.4998516,5.09,74.93,31.0,254.0,7.75,4.77,263,41.74670926,0,2,3,0
2011,881,22.0,142,1.8288,112.4909078,4.87,72.39,22.0,259.08,7.1,4.56,281,33.6345015,1,0,4,0
2011,605,22.0,163,1.9558,115.212462,4.53,95.25,23.0,302.26,6.82,4.03,279,30.11969527,1,0,14,0
2011,415,21.0,97,1.8542,94.80080533,4.62,87.63,18.0,307.34,6.73,4.19,297,27.57394298,0,1,5,0
2011,462,21.0,104,1.8796,104.7798375,4.51,102.87,27.0,327.66,6.8,4.21,273,29.65834056,1,0,15,0
2011,163,21.0,146,1.7526,84.36818082,4.37,93.98,20.0,309.88,6.44,3.9,284,27.46711653,0,1,1,0
2011,634,21.0,17,1.778,86.63614267,4.46,97.79,13.0,320.04,6.99,4.15,322,27.40536525,0,1,1,0
2011,314,23.0,91,1.9558,136.077711,5.31,73.66,25.0,261.62,7.6,4.63,314,35.57444323,1,4,7,0
2011,334,23.0,114,1.8288,96.61517481,4.37,87.63,21.0,314.96,7.28,4.18,306,28.88769685,1,0,11,0
2011,998,22.0,44,1.8796,112.0373154,4.87,90.17,23.0,294.64,7.13,4.4,336,31.71259791,1,0,4,0
2011,398,23.0,34,1.778,92.07925111,4.53,86.36,10.0,281.94,6.77,4.21,327,29.1271683,1,0,15,0
2011,829,22.0,19,1.905,108.4085764,4.65,81.28,21.0,292.1,6.7,4.0,375,29.87264525,0,3,6,0
2011,908,21.0,161,1.8288,91.62565874,4.58,88.9,11.0,292.1,6.98,3.96,350,27.39584396,0,1,5,0
2011,640,22.0,120,1.9558,111.583723,4.64,90.17,16.0,281.94,6.96,4.31,363,29.17104345,1,0,14,0
2011,1133,21.0,151,1.905,111.583723,4.42,93.98,21.0,320.04,6.7,4.06,344,30.74757628,0,3,8,0
2011,903,22.0,114,1.8542,94.34721296,4.57,87.63,23.0,307.34,7.05,4.06,360,27.44201024,0,1,5,0
2011,562,23.0,114,1.8796,118.8412009,5.14,72.39,22.0,269.24,7.19,4.46,379,33.63846418,0,2,2,0
2011,1131,22.0,98,1.905,112.9445001,4.54,107.95,23.0,330.2,6.9,4.4,377,31.12254673,1,0,14,0
2011,388,22.0,143,1.8796,106.594207,4.62,91.44,18.0,307.34,7.09,4.57,411,30.1719049,0,3,8,0
2011,834,20.0,56,1.8288,102.965468,4.56,96.52,21.0,309.88,6.82,4.4,393,30.78641871,1,0,11,0
2011,273,22.0,7,1.8796,111.1301307,4.59,85.09,20.0,281.94,7.29,4.51,454,31.45581574,1,0,14,0
2011,270,22.0,3,1.8034,108.4085764,4.71,78.74,20.0,264.16,7.35,4.45,464,33.33339209,0,3,8,0
2011,360,21.0,88,1.9558,145.6031508,5.18,71.12,23.0,246.38,7.43,4.63,429,38.06465425,1,4,9,0
2011,330,21.0,101,1.8288,90.718474,4.44,85.09,14.0,276.86,6.65,4.12,450,27.12459798,0,1,1,0
2011,28,22.0,51,1.8288,102.0582833,4.45,86.36,20.0,289.56,6.91,4.15,442,30.51517273,1,0,11,0
2011,921,23.0,4,1.9304,115.6660544,4.88,80.01,26.0,269.24,7.25,4.32,468,31.03925603,0,2,2,0
2011,910,20.0,66,1.778,86.63614267,4.46,85.09,16.0,292.1,7.08,4.34,437,27.40536525,1,0,15,0
2011,485,21.0,182,1.9558,131.5417873,4.81,93.98,34.0,304.8,6.88,4.21,473,34.38862845,0,2,2,0
2011,1009,23.0,55,1.8034,99.33672903,4.74,82.55,24.0,279.4,6.55,3.9,502,30.5439869,0,1,13,0
2011,130,21.0,81,1.7526,86.63614267,4.46,90.17,13.0,287.02,6.77,4.12,488,28.20547988,0,1,1,0
2011,197,22.0,124,1.8796,112.0373154,4.84,87.63,26.0,302.26,7.06,4.31,515,31.71259791,0,2,2,0
2011,155,24.0,4,1.8796,119.2947933,4.65,77.47,30.0,287.02,7.11,4.28,480,33.76685527,0,3,8,0
2011,358,23.0,8,1.9558,141.0672271,5.0,64.77,24.0,254.0,7.76,5.0,510,36.87883948,1,4,9,0
2011,63,22.0,16,2.0066,141.0672271,5.21,74.93,28.0,266.7,7.25,4.4,517,35.03519296,1,4,9,0
2011,345,23.0,143,1.7526,100.6975061,4.54,93.98,27.0,304.8,6.92,4.07,534,32.78333264,1,0,11,0
2011,391,21.0,68,1.8542,133.3561568,5.06,77.47,31.0,284.48,7.71,4.65,528,38.78822601,0,2,3,0
2011,183,23.0,95,1.8288,92.98643585,4.5,87.63,21.0,289.56,6.5,4.07,562,27.80271293,1,0,15,0
2011,1150,21.0,69,1.905,140.1600423,5.39,59.69,29.0,251.46,7.91,4.94,559,38.62195558,1,4,7,0
2011,594,21.0,119,1.9304,103.4190604,4.49,106.68,20.0,327.66,7.07,4.34,574,27.75274657,1,0,15,0
2011,508,23.0,28,1.8542,92.53284348,4.52,90.17,24.0,294.64,6.85,4.25,594,26.91427927,0,1,1,0
2011,36,21.0,81,1.905,129.2738255,4.71,92.71,27.0,297.18,7.43,4.56,587,35.62219204,0,2,2,0
2011,649,22.0,44,1.905,122.4699399,4.62,92.71,30.0,317.5,6.95,4.37,583,33.74733982,0,3,8,0
2011,568,23.0,87,1.8796,151.953444,5.25,63.5,27.0,236.22,8.17,5.06,600,43.01101336,0,2,3,0
2011,942,21.0,40,1.8796,135.6241186,5.27,64.77,27.0,241.3,8.03,4.96,579,38.38893432,1,4,0,0
2011,246,20.0,56,1.8796,135.1705263,4.97,69.85,27.0,259.08,7.48,4.68,948,38.26054323,0,2,3,0
2011,1127,22.0,131,1.8034,84.82177319,4.68,85.09,12.0,307.34,6.64,4.25,953,26.08093858,1,0,15,0
2011,1028,22.0,83,1.9304,139.70645,5.18,64.77,30.0,248.92,7.73,4.62,962,37.49055238,1,4,7,0
2011,772,22.0,26,1.778,88.45051215,4.45,97.79,26.0,302.26,6.81,4.12,952,27.9792996,0,1,1,0
2011,616,21.0,31,1.7526,92.07925111,4.4,96.52,25.0,320.04,7.24,4.18,961,29.97755192,1,0,11,0
2011,465,22.0,51,1.8542,95.2543977,4.53,93.98,15.0,304.8,6.65,4.1,1062,27.70587572,1,0,15,0
2011,934,20.0,104,1.9304,120.2019781,4.62,86.36,22.0,294.64,7.13,4.4,1045,32.25648175,0,2,2,0
2011,89,22.0,15,1.905,94.80080533,4.56,85.09,14.0,304.8,6.68,3.88,1059,26.12294083,1,0,15,0
2011,723,23.0,182,1.905,110.2229459,4.65,87.63,25.0,309.88,6.94,4.15,1053,30.37260584,1,0,14,0
2011,188,22.0,160,1.905,111.1301307,4.69,85.09,18.0,299.72,7.07,4.15,650,30.62258614,1,0,4,0
2011,948,24.0,113,1.8542,108.8621688,4.66,90.17,32.0,281.94,7.21,4.34,694,31.66385797,0,3,8,0
2011,128,22.0,133,1.9304,138.7992652,5.18,72.39,26.0,274.32,7.29,4.43,692,37.24710723,1,4,0,0
2011,335,22.0,7,1.9304,142.8815966,5.18,67.31,27.0,246.38,7.84,4.84,691,38.34261039,1,4,9,0
2011,1020,21.0,177,1.8542,100.2439138,4.5,87.63,19.0,297.18,7.04,4.31,706,29.15713588,1,0,15,0
2011,126,21.0,164,1.8288,86.1825503,4.5,81.28,18.0,299.72,6.93,4.07,680,25.76836808,0,1,1,0
2011,263,23.0,4,1.9304,118.3876086,4.84,90.17,30.0,302.26,7.24,4.32,699,31.76959146,0,2,2,0
2011,769,22.0,144,1.9558,162.3860685,5.26,77.47,33.0,266.7,8.07,4.97,730,42.45216892,1,4,9,0
2011,853,22.0,28,2.032,144.695966,4.96,81.28,21.0,279.4,7.44,4.34,708,35.04362436,1,4,9,0
2011,1026,22.0,68,1.8034,102.0582833,4.65,91.44,18.0,299.72,6.78,4.21,717,31.38080846,1,0,11,0
2011,995,21.0,19,1.778,95.2543977,4.49,86.36,31.0,292.1,6.95,4.28,714,30.13155341,1,0,11,0
2011,737,23.0,77,1.9812,120.6555704,4.94,73.66,25.0,274.32,7.13,4.28,731,30.73907104,1,0,14,0
2011,791,22.0,56,1.9304,113.3980925,4.42,91.44,23.0,314.96,7.04,4.28,750,30.43064316,0,3,6,0
2011,781,21.0,2,1.7526,97.52235955,4.62,80.01,21.0,299.72,7.13,4.62,746,31.74962395,1,0,11,0
2011,171,21.0,19,1.9304,130.1810102,4.74,78.74,25.0,297.18,7.07,4.37,745,34.93437835,0,2,2,0
2011,793,22.0,104,1.8796,140.1600423,4.84,77.47,38.0,284.48,7.33,4.4,773,39.67284516,0,2,3,0
2011,1114,22.0,59,1.8288,95.70799007,4.62,83.82,11.0,274.32,6.9,4.27,795,28.61645087,0,1,13,0
2011,897,21.0,97,1.8288,93.44002822,4.38,96.52,15.0,325.12,6.97,4.08,767,27.93833592,0,1,1,0
2011,461,22.0,84,1.8288,109.7693535,4.75,80.01,21.0,297.18,7.27,4.27,792,32.82076356,0,3,6,0
2011,517,23.0,58,1.9812,146.5103355,5.21,66.04,25.0,254.0,7.84,4.81,783,37.32601483,1,4,9,0
2011,567,21.0,158,1.7526,83.91458845,4.46,95.25,11.0,314.96,7.07,4.25,780,27.31944386,1,0,15,0
2011,276,22.0,78,1.8034,95.70799007,4.4,86.36,19.0,297.18,7.15,4.2,798,29.42822482,1,0,11,0
2011,847,21.0,145,1.9304,142.8815966,4.96,66.04,27.0,269.24,7.31,4.59,803,38.34261039,0,2,3,0
2011,574,23.0,68,1.9558,147.4175203,5.31,73.66,29.0,261.62,8.27,4.75,844,38.53898016,1,4,9,0
2011,347,22.0,81,1.8542,79.83225712,4.28,85.09,5.0,307.34,6.97,4.09,841,23.22016251,0,1,1,0
2011,351,22.0,147,1.8288,87.99691978,4.43,91.44,13.0,299.72,6.78,4.15,853,26.31086004,1,0,15,0
2011,1018,21.0,118,1.905,141.9744118,5.29,72.39,30.0,254.0,7.51,4.63,835,39.12191617,1,4,0,0
2011,257,23.0,165,1.8288,89.35769689,4.42,95.25,12.0,312.42,6.87,4.07,878,26.71772901,0,1,1,0
2011,638,23.0,59,1.8796,136.5313034,5.12,78.74,23.0,264.16,7.46,4.59,886,38.64571649,1,4,7,0
2011,499,21.0,145,1.8288,89.81128926,4.62,76.2,14.0,287.02,6.95,4.14,874,26.853352,0,1,5,0
2011,373,20.0,119,1.7018,87.54332741,4.56,87.63,17.0,284.48,6.9,4.18,883,30.22776317,1,0,11,0
2011,463,22.0,31,1.8542,111.583723,4.8,81.28,22.0,276.86,7.17,4.46,897,32.45545442,0,3,6,0
2011,300,26.0,13,1.905,140.6136347,5.36,66.04,29.0,233.68,7.61,4.62,867,38.74694572,1,4,7,0
2011,151,22.0,113,1.778,103.8726527,4.53,83.82,28.0,292.1,6.89,4.26,889,32.85774158,0,3,8,0
2011,248,22.0,25,1.8542,89.35769689,4.5,90.17,18.0,327.66,6.76,4.01,922,25.99075008,0,1,1,0
2011,256,22.0,150,1.8288,83.91458845,4.51,100.33,10.0,325.12,6.59,4.0,917,25.09025313,0,1,1,0
2011,672,22.0,97,1.9304,144.2423737,5.28,62.23,23.0,236.22,8.42,5.03,935,38.7077781,1,4,7,0
2011,201,21.0,42,1.8542,112.4909078,4.58,91.44,27.0,289.56,6.88,4.34,927,32.7193199,0,3,8,0
2011,159,23.0,20,1.8542,115.212462,4.81,78.74,35.0,287.02,7.05,4.34,999,33.51091635,0,3,8,0
2011,22,21.0,89,1.9304,119.2947933,4.74,86.36,20.0,299.72,7.19,4.5,970,32.01303661,0,2,2,0
2011,294,23.0,3,1.905,139.70645,5.28,82.55,23.0,266.7,7.59,4.68,989,38.49696543,1,4,7,0
2011,679,22.0,115,1.7018,90.26488163,4.46,88.9,24.0,309.88,6.74,4.21,981,31.16748638,1,0,11,0
2011,831,22.0,94,1.9304,135.6241186,5.07,71.12,21.0,274.32,7.44,4.5,1001,36.39504922,1,4,7,0
2011,920,22.0,142,1.905,88.45051215,4.54,96.52,16.0,317.5,6.82,4.33,1032,24.37307876,0,1,1,0
2011,656,21.0,88,1.905,111.583723,4.71,81.28,20.0,304.8,7.26,4.46,1030,30.74757628,0,3,8,0
2011,589,24.0,182,1.9304,144.695966,5.51,77.47,23.0,259.08,7.79,4.53,1013,38.82950068,1,4,7,0
2011,782,21.0,3,1.8034,95.2543977,4.49,78.74,21.0,294.64,6.9,4.09,1033,29.28875456,0,1,5,0
2011,796,22.0,173,1.8542,111.1301307,4.75,78.74,22.0,279.4,7.14,4.45,1084,32.32352168,0,3,8,0
2011,37,22.0,163,1.8034,109.7693535,4.53,73.66,28.0,287.02,6.97,4.39,1102,33.75180287,1,0,11,0
2011,17,21.0,37,1.7526,83.46099608,4.7,90.17,18.0,302.26,6.85,4.2,1096,27.17177119,0,1,13,0
2011,755,22.0,147,1.9558,117.0268315,4.68,83.82,27.0,292.1,7.03,4.4,1090,30.59402118,1,0,14,0
2011,238,21.0,81,1.8542,107.9549841,4.59,92.71,23.0,302.26,6.93,4.2,1127,31.39999249,0,3,6,0
2011,643,21.0,163,1.8542,136.077711,5.04,69.85,26.0,256.54,7.51,4.78,1120,39.57982246,0,2,3,0
2011,19,21.0,161,1.8796,115.212462,4.81,78.74,18.0,294.64,7.49,4.28,1111,32.61133551,0,3,8,0
2011,528,21.0,26,1.8034,105.6870222,4.53,92.71,24.0,304.8,7.16,4.39,1133,32.49657053,1,0,11,0
2011,949,22.0,97,1.8034,99.33672903,4.4,92.71,11.0,302.26,6.67,4.01,1156,30.5439869,1,0,11,0
2011,23,22.0,128,1.778,83.46099608,4.35,101.6,17.0,320.04,6.65,4.09,1165,26.40098013,1,0,15,0
2011,214,23.0,178,1.8796,144.695966,5.06,73.66,30.0,269.24,7.56,4.46,1177,40.95675601,0,2,3,0
2011,741,22.0,81,1.8542,94.80080533,4.4,91.44,14.0,297.18,6.94,4.21,1154,27.57394298,1,0,15,0
2011,428,23.0,118,1.8288,96.16158244,4.65,86.36,20.0,287.02,7.07,4.18,1164,28.75207386,1,0,11,0
2011,786,23.0,40,1.905,120.6555704,4.86,82.55,14.0,297.18,7.25,4.51,1172,33.24737923,0,2,2,0
2011,543,22.0,26,1.9304,140.6136347,5.03,67.31,17.0,248.92,7.42,4.83,1150,37.73399752,0,2,3,0
2011,870,21.0,97,1.8542,101.6046909,4.45,87.63,24.0,297.18,6.9,4.14,1162,29.5529341,1,0,15,0
2011,959,22.0,123,1.9304,121.1091628,4.67,85.09,31.0,309.88,7.18,4.39,1145,32.4999269,0,2,2,0
2011,143,21.0,15,1.7526,85.72895793,4.5,85.09,13.0,289.56,6.66,4.12,1171,27.91013454,0,1,1,0
2012,515,22.0,114,1.8034,93.44002822,4.43,86.36,23.0,317.5,6.71,3.97,14,28.73087352,0,1,1,0
2012,645,21.0,121,1.8288,90.718474,4.52,100.33,19.0,332.74,6.79,4.3,34,27.12459798,0,1,5,0
2012,990,21.0,173,1.9304,139.2528576,5.39,63.5,21.0,256.54,7.77,4.58,29,37.36882981,1,4,7,0
2012,120,22.0,87,1.9812,143.3351889,5.18,69.85,22.0,261.62,7.7,4.95,22,36.51709191,1,4,9,0
2012,852,23.0,15,1.9812,137.4384881,5.26,72.39,22.0,254.0,7.49,4.67,37,35.01480648,1,4,9,0
2012,122,22.0,182,1.8288,108.4085764,4.73,92.71,14.0,304.8,7.14,4.16,65,32.41389459,1,0,4,0
2012,719,22.0,140,1.9558,146.5103355,5.29,68.58,22.0,264.16,7.74,4.8,53,38.30181721,1,4,9,0
2012,191,22.0,88,1.8034,91.62565874,4.56,93.98,19.0,322.58,6.93,4.22,67,28.17299248,0,1,13,0
2012,603,23.0,158,1.8796,119.7483857,4.81,85.09,20.0,304.8,7.38,4.53,66,33.89524635,0,3,8,0
2012,81,22.0,18,1.778,86.63614267,4.48,87.63,19.0,299.72,6.97,4.03,107,27.40536525,0,1,1,0
2012,224,21.0,136,1.8288,95.70799007,4.42,80.01,18.0,309.88,7.33,4.13,96,28.61645087,0,1,5,0
2012,109,20.0,145,1.8288,98.88313666,4.45,92.71,17.0,312.42,7.07,4.28,82,29.5658118,1,0,11,0
2012,674,22.0,60,1.9558,151.0462592,5.22,67.31,32.0,264.16,7.91,4.87,78,39.48763198,1,4,9,0
2012,243,22.0,44,1.9812,156.4893677,5.08,59.69,31.0,236.22,8.13,5.0,128,39.86834401,1,4,9,0
2012,1175,22.0,40,1.9812,145.1495584,5.33,68.58,28.0,254.0,8.15,4.99,146,36.97933358,1,4,9,0
2012,1023,21.0,135,1.8288,86.1825503,4.38,91.44,15.0,312.42,6.61,3.94,119,25.76836808,0,1,1,0
2012,869,22.0,40,1.8796,109.3157612,4.56,93.98,24.0,307.34,7.18,4.37,140,30.94225141,0,3,8,0
2012,1035,22.0,106,1.8034,85.27536556,4.34,85.09,8.0,304.8,6.77,4.18,133,26.22040884,1,0,15,0
2012,1044,23.0,144,1.8796,107.0477993,4.58,87.63,19.0,307.34,6.89,4.18,148,30.30029598,0,3,6,0
2012,44,23.0,85,1.9304,141.0672271,5.33,80.01,28.0,271.78,7.95,4.87,164,37.8557201,1,4,7,0
2012,754,20.0,16,1.905,109.7693535,4.58,96.52,27.0,312.42,6.92,4.12,163,30.24761569,0,3,6,0
2012,630,24.0,27,1.8288,89.35769689,4.61,83.82,14.0,314.96,7.09,4.23,181,26.71772901,0,1,1,0
2012,427,23.0,145,1.8542,108.4085764,4.53,91.44,18.0,302.26,6.94,4.28,203,31.53192523,1,0,4,0
2012,1002,22.0,15,1.905,117.9340162,4.62,80.01,19.0,299.72,7.07,4.33,193,32.49743835,0,3,8,0
2012,840,22.0,126,1.8542,95.70799007,4.62,91.44,19.0,320.04,6.88,4.22,229,27.83780846,1,0,15,0
2012,794,21.0,19,1.8796,90.26488163,4.46,83.82,22.0,284.48,6.81,4.11,248,25.54982585,1,0,15,0
2012,696,21.0,182,1.9304,142.4280042,5.32,73.66,32.0,256.54,7.77,4.61,220,38.22088781,1,4,7,0
2012,290,22.0,113,1.778,96.61517481,4.57,88.9,22.0,297.18,6.97,4.04,255,30.56200418,1,0,11,0
2012,138,22.0,26,1.8796,142.4280042,5.2,78.74,35.0,254.0,7.97,4.71,232,40.31480059,0,2,3,0
2012,448,21.0,15,1.9304,102.0582833,4.6,87.63,20.0,314.96,7.03,4.03,249,27.38757885,0,1,5,0
2012,113,22.0,15,1.9304,133.3561568,4.86,68.58,24.0,271.78,7.37,4.44,293,35.78643636,0,2,2,0
2012,839,22.0,19,1.9558,144.2423737,5.38,67.31,23.0,226.06,7.86,4.87,270,37.70890982,1,4,9,0
2012,961,22.0,28,2.0066,145.6031508,5.16,71.12,32.0,254.0,7.72,4.78,287,36.1617265,1,4,7,0
2012,526,22.0,98,1.8542,109.3157612,4.6,93.98,23.0,314.96,7.34,4.37,280,31.79579071,0,3,6,0
2012,1095,22.0,4,1.778,87.08973504,4.52,87.63,18.0,294.64,6.87,4.0,296,27.54884884,0,1,1,0
2012,1118,22.0,15,1.9304,124.7379018,4.82,83.82,28.0,287.02,7.09,4.44,310,33.47370748,0,2,2,0
2012,166,22.0,93,1.8542,111.1301307,4.82,76.2,26.0,279.4,7.26,4.28,337,32.32352168,0,3,6,0
2012,520,22.0,114,1.9304,114.3052772,4.43,91.44,24.0,309.88,6.76,4.11,330,30.67408831,1,0,14,0
2012,297,23.0,170,1.8288,91.17206637,4.42,88.9,12.0,292.1,6.69,4.15,323,27.26022097,1,0,15,0
2012,713,22.0,172,1.9304,112.9445001,4.73,85.09,25.0,297.18,7.11,4.31,315,30.30892059,0,3,8,0
2012,764,22.0,147,1.9558,128.8202331,4.85,71.12,25.0,266.7,7.38,4.41,365,33.67713959,0,2,2,0
2012,361,22.0,24,1.9558,133.8097492,4.93,85.09,33.0,274.32,7.26,4.44,346,34.98153584,0,2,3,0
2012,890,26.0,13,1.905,141.0672271,5.17,74.93,22.0,266.7,7.86,4.65,361,38.87193587,1,4,0,0
2012,946,21.0,114,1.8796,114.7588696,4.65,78.74,36.0,284.48,7.09,4.4,403,32.48294442,0,3,8,0
2012,111,22.0,28,1.778,82.55381134,4.42,80.01,13.0,289.56,6.99,4.5,398,26.11401296,0,1,1,0
2012,924,23.0,59,1.9812,141.9744118,5.16,67.31,23.0,248.92,7.87,4.75,382,36.17041066,1,4,9,0
2012,1042,21.0,145,1.8542,105.6870222,4.62,93.98,21.0,314.96,7.14,4.37,407,30.74032878,0,3,8,0
2012,866,21.0,163,1.905,122.9235323,4.55,97.79,35.0,314.96,7.25,4.66,427,33.87232997,0,2,2,0
2012,569,22.0,76,1.8034,92.07925111,4.47,92.71,17.0,304.8,6.69,4.22,452,28.31246274,0,1,13,0
2012,1061,21.0,106,1.8796,107.5013917,4.71,82.55,22.0,289.56,7.18,4.43,457,30.42868707,0,3,8,0
2012,181,22.0,167,1.8034,87.08973504,4.47,86.36,19.0,302.26,6.76,3.9,435,26.77828988,0,1,1,0
2012,336,21.0,113,1.8796,95.70799007,4.39,92.71,14.0,312.42,7.03,4.15,490,27.09051887,1,0,15,0
2012,1139,21.0,56,1.9304,118.3876086,4.68,81.28,27.0,299.72,7.17,4.53,478,31.76959146,0,2,2,0
2012,691,21.0,84,1.8034,85.27536556,4.42,100.33,13.0,309.88,6.85,4.13,499,26.22040884,1,0,15,0
2012,103,22.0,44,1.905,137.4384881,5.35,77.47,29.0,266.7,7.95,4.74,501,37.87201469,1,4,0,0
2012,644,23.0,44,1.9304,151.953444,5.24,68.58,32.0,256.54,8.04,4.99,543,40.77706184,1,4,9,0
2012,396,22.0,26,1.905,115.6660544,4.85,81.28,27.0,279.4,7.12,4.37,525,31.87248761,1,0,14,0
2012,1124,21.0,88,1.778,99.33672903,4.59,83.82,23.0,292.1,7.03,4.19,540,31.4229057,1,0,11,0
2012,133,22.0,98,1.8542,109.7693535,4.72,77.47,28.0,274.32,7.05,4.09,564,31.92772345,0,3,8,0
2012,45,22.0,26,1.9304,117.4804238,4.67,82.55,19.0,304.8,7.19,4.25,554,31.52614632,0,2,2,0
2012,556,22.0,56,1.9304,139.2528576,5.17,69.85,26.0,259.08,8.01,4.9,577,37.36882981,1,4,9,0
2012,381,21.0,80,1.905,156.94296,4.89,74.93,44.0,266.7,7.9,4.56,571,43.24659103,0,2,3,0
2012,377,23.0,114,1.9558,141.5208194,4.94,90.17,19.0,289.56,7.52,4.78,584,36.99742096,1,4,9,0
2012,641,23.0,83,1.8542,102.0582833,4.48,90.17,21.0,314.96,6.59,3.98,604,29.68486685,1,0,15,0
2012,680,22.0,31,1.9304,135.6241186,4.82,87.63,36.0,287.02,7.43,4.53,951,36.39504922,0,2,3,0
2012,807,22.0,135,1.8542,119.7483857,4.69,87.63,28.0,276.86,6.83,4.18,949,34.83024377,0,3,8,0
2012,717,21.0,74,1.9812,107.9549841,4.45,87.63,16.0,314.96,7.12,4.47,955,27.50337935,1,0,14,0
2012,408,20.0,84,1.7272,92.53284348,4.44,88.9,20.0,281.94,7.27,4.31,963,31.01777557,1,0,11,0
2012,150,22.0,3,1.905,99.7903214,4.5,86.36,15.0,302.26,7.1,4.23,1050,27.49783245,1,0,15,0
